Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
227	Staub_2010.E1.24.ORC	6	walked	13.314	11.566	1
227	Staub_2010.E1.24.ORC	6	walked	13.082	12.026	0
227	Staub_2010.E1.24.ORC	6	walked	12.252	11.783	1
228	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.121	3.023	0
228	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.165	3.444	1
228	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.063	3.161	0
228	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.158	3.132	1
228	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	10.503	9.155	0
228	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	10.429	9.746	1
228	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	10.63	8.658	0
228	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	10.753	9.85	1
228	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	4.506	3.399	0
228	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	4.691	3.71	1
228	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	4.879	3.429	0
228	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	4.645	3.39	1
228	Vani_etal_2021.E2_S10.1.obj_rc	3	that	5.986	5.819	0
228	Vani_etal_2021.E2_S10.1.obj_rc	3	that	5.939	5.552	1
228	Vani_etal_2021.E2_S10.1.obj_rc	3	that	6.225	6.157	0
228	Vani_etal_2021.E2_S10.1.obj_rc	3	that	5.925	5.508	1
228	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.932	5.083	0
228	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.643	4.364	1
228	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.593	4.546	0
228	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.807	4.445	1
228	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	8.767	7.484	0
228	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	8.648	7.813	1
228	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	8.495	6.417	0
228	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	8.742	8.097	1
228	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	9.797	8.966	0
228	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	9.672	8.698	1
228	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	9.519	8.958	0
228	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	9.511	8.195	1
229	Vani_etal_2021.E2_S10.1.embed	0	The	3.076	3.192	0
229	Vani_etal_2021.E2_S10.1.embed	0	The	3.161	2.898	1
229	Vani_etal_2021.E2_S10.1.embed	0	The	3.091	3.125	0
229	Vani_etal_2021.E2_S10.1.embed	0	The	3.099	2.933	1
229	Vani_etal_2021.E2_S10.1.embed	1	bus	10.552	9.41	0
229	Vani_etal_2021.E2_S10.1.embed	1	bus	10.571	10.04	1
229	Vani_etal_2021.E2_S10.1.embed	1	bus	10.519	9.995	0
229	Vani_etal_2021.E2_S10.1.embed	1	bus	10.478	8.76	1
229	Vani_etal_2021.E2_S10.1.embed	2	driver	4.82	3.946	0
229	Vani_etal_2021.E2_S10.1.embed	2	driver	4.741	3.788	1
229	Vani_etal_2021.E2_S10.1.embed	2	driver	4.523	2.985	0
229	Vani_etal_2021.E2_S10.1.embed	2	driver	4.506	3.923	1
229	Vani_etal_2021.E2_S10.1.embed	3	said	5.403	3.838	0
229	Vani_etal_2021.E2_S10.1.embed	3	said	5.399	4.317	1
229	Vani_etal_2021.E2_S10.1.embed	3	said	5.508	3.9	0
229	Vani_etal_2021.E2_S10.1.embed	3	said	5.298	3.769	1
229	Vani_etal_2021.E2_S10.1.embed	4	that	2.265	2.05	0
229	Vani_etal_2021.E2_S10.1.embed	4	that	2.818	1.782	1
229	Vani_etal_2021.E2_S10.1.embed	4	that	2.306	1.887	0
229	Vani_etal_2021.E2_S10.1.embed	4	that	1.919	1.786	1
229	Vani_etal_2021.E2_S10.1.embed	5	the	2.244	1.928	0
229	Vani_etal_2021.E2_S10.1.embed	5	the	2.353	2.064	1
229	Vani_etal_2021.E2_S10.1.embed	5	the	2.258	2.221	0
229	Vani_etal_2021.E2_S10.1.embed	5	the	2.245	2.075	1
229	Vani_etal_2021.E2_S10.1.embed	6	kids	9.659	9.089	0
229	Vani_etal_2021.E2_S10.1.embed	6	kids	9.664	8.966	1
229	Vani_etal_2021.E2_S10.1.embed	6	kids	10.131	9.443	0
229	Vani_etal_2021.E2_S10.1.embed	6	kids	9.861	7.916	1
229	Vani_etal_2021.E2_S10.1.embed	7	followed	9.965	9.434	0
229	Vani_etal_2021.E2_S10.1.embed	7	followed	10.204	9.955	1
229	Vani_etal_2021.E2_S10.1.embed	7	followed	10.188	9.019	0
229	Vani_etal_2021.E2_S10.1.embed	7	followed	9.907	9.267	1
230	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.111	3.228	0
230	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.105	3.181	1
230	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.075	2.849	0
230	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.222	3.195	1
230	Vani_etal_2021.E2_S10.2.obj_rc	1	chef	12.403	11.133	0
230	Vani_etal_2021.E2_S10.2.obj_rc	1	chef	12.715	11.126	1
230	Vani_etal_2021.E2_S10.2.obj_rc	1	chef	12.365	11.135	0
230	Vani_etal_2021.E2_S10.2.obj_rc	1	chef	12.5	10.916	1
230	Vani_etal_2021.E2_S10.2.obj_rc	2	that	5.774	5.529	0
230	Vani_etal_2021.E2_S10.2.obj_rc	2	that	6.029	5.35	1
230	Vani_etal_2021.E2_S10.2.obj_rc	2	that	5.909	5.977	0
230	Vani_etal_2021.E2_S10.2.obj_rc	2	that	5.965	5.747	1
230	Vani_etal_2021.E2_S10.2.obj_rc	3	the	4.792	4.576	0
230	Vani_etal_2021.E2_S10.2.obj_rc	3	the	4.794	4.636	1
230	Vani_etal_2021.E2_S10.2.obj_rc	3	the	4.803	4.608	0
230	Vani_etal_2021.E2_S10.2.obj_rc	3	the	4.887	3.257	1
230	Vani_etal_2021.E2_S10.2.obj_rc	4	cameraman	10.673	10.03	0
230	Vani_etal_2021.E2_S10.2.obj_rc	4	cameraman	10.855	9.333	1
230	Vani_etal_2021.E2_S10.2.obj_rc	4	cameraman	10.985	10.625	0
230	Vani_etal_2021.E2_S10.2.obj_rc	4	cameraman	10.22	9.583	1
230	Vani_etal_2021.E2_S10.2.obj_rc	5	distracted	12.047	11.382	0
230	Vani_etal_2021.E2_S10.2.obj_rc	5	distracted	12.029	11.114	1
230	Vani_etal_2021.E2_S10.2.obj_rc	5	distracted	12.013	11.973	0
230	Vani_etal_2021.E2_S10.2.obj_rc	5	distracted	12.054	11.373	1
231	Vani_etal_2021.E2_S10.2.embed	0	The	3.16	2.937	0
231	Vani_etal_2021.E2_S10.2.embed	0	The	3.108	3.214	1
231	Vani_etal_2021.E2_S10.2.embed	0	The	3.167	3.09	0
231	Vani_etal_2021.E2_S10.2.embed	0	The	3.134	3.075	1
231	Vani_etal_2021.E2_S10.2.embed	1	chef	12.343	11.037	0
231	Vani_etal_2021.E2_S10.2.embed	1	chef	12.88	12.67	1
231	Vani_etal_2021.E2_S10.2.embed	1	chef	12.616	11.363	0
231	Vani_etal_2021.E2_S10.2.embed	1	chef	12.765	11.679	1
231	Vani_etal_2021.E2_S10.2.embed	2	knew	8.136	8.035	0
231	Vani_etal_2021.E2_S10.2.embed	2	knew	8.212	7.45	1
231	Vani_etal_2021.E2_S10.2.embed	2	knew	8.392	7.814	0
231	Vani_etal_2021.E2_S10.2.embed	2	knew	8.169	7.116	1
231	Vani_etal_2021.E2_S10.2.embed	3	that	1.857	1.668	0
231	Vani_etal_2021.E2_S10.2.embed	3	that	1.903	1.655	1
231	Vani_etal_2021.E2_S10.2.embed	3	that	2.049	1.67	0
231	Vani_etal_2021.E2_S10.2.embed	3	that	1.876	1.618	1
231	Vani_etal_2021.E2_S10.2.embed	4	the	2.334	2.419	0
231	Vani_etal_2021.E2_S10.2.embed	4	the	2.217	2.058	1
231	Vani_etal_2021.E2_S10.2.embed	4	the	2.423	2.297	0
231	Vani_etal_2021.E2_S10.2.embed	4	the	2.38	2.287	1
231	Vani_etal_2021.E2_S10.2.embed	5	cameraman	12.512	11.205	0
231	Vani_etal_2021.E2_S10.2.embed	5	cameraman	12.643	11.192	1
231	Vani_etal_2021.E2_S10.2.embed	5	cameraman	12.747	11.64	0
231	Vani_etal_2021.E2_S10.2.embed	5	cameraman	12.679	11.507	1
231	Vani_etal_2021.E2_S10.2.embed	6	distracted	12.377	12.196	0
231	Vani_etal_2021.E2_S10.2.embed	6	distracted	12.58	12.223	1
231	Vani_etal_2021.E2_S10.2.embed	6	distracted	12.362	12.019	0
231	Vani_etal_2021.E2_S10.2.embed	6	distracted	12.382	12.388	1
232	Vani_etal_2021.E2_S10.3.obj_rc	0	The	3.166	3.109	0
232	Vani_etal_2021.E2_S10.3.obj_rc	0	The	3.121	3.193	1
232	Vani_etal_2021.E2_S10.3.obj_rc	0	The	3.143	3.174	0
232	Vani_etal_2021.E2_S10.3.obj_rc	0	The	3.234	3.192	1
232	Vani_etal_2021.E2_S10.3.obj_rc	1	children	9.041	8.948	0
232	Vani_etal_2021.E2_S10.3.obj_rc	1	children	9.414	8.447	1
232	Vani_etal_2021.E2_S10.3.obj_rc	1	children	9.428	9.201	0
232	Vani_etal_2021.E2_S10.3.obj_rc	1	children	9.274	9.298	1
232	Vani_etal_2021.E2_S10.3.obj_rc	2	that	5.452	4.955	0
232	Vani_etal_2021.E2_S10.3.obj_rc	2	that	5.626	4.946	1
232	Vani_etal_2021.E2_S10.3.obj_rc	2	that	5.74	5.607	0
232	Vani_etal_2021.E2_S10.3.obj_rc	2	that	5.684	5.222	1
232	Vani_etal_2021.E2_S10.3.obj_rc	3	the	4.093	3.799	0
232	Vani_etal_2021.E2_S10.3.obj_rc	3	the	4.152	3.938	1
232	Vani_etal_2021.E2_S10.3.obj_rc	3	the	4.156	3.85	0
232	Vani_etal_2021.E2_S10.3.obj_rc	3	the	4.131	3.872	1
232	Vani_etal_2021.E2_S10.3.obj_rc	4	father	6.196	4.926	0
232	Vani_etal_2021.E2_S10.3.obj_rc	4	father	5.942	5.233	1
232	Vani_etal_2021.E2_S10.3.obj_rc	4	father	6.206	5.447	0
232	Vani_etal_2021.E2_S10.3.obj_rc	4	father	6.603	5.406	1
232	Vani_etal_2021.E2_S10.3.obj_rc	5	woke	12.805	11.956	0
232	Vani_etal_2021.E2_S10.3.obj_rc	5	woke	12.299	10.897	1
232	Vani_etal_2021.E2_S10.3.obj_rc	5	woke	12.143	10.774	0
232	Vani_etal_2021.E2_S10.3.obj_rc	5	woke	12.035	10.927	1
233	Vani_etal_2021.E2_S10.3.embed	0	The	3.1	2.956	0
233	Vani_etal_2021.E2_S10.3.embed	0	The	3.272	3.28	1
233	Vani_etal_2021.E2_S10.3.embed	0	The	3.075	3.372	0
233	Vani_etal_2021.E2_S10.3.embed	0	The	3.092	3.162	1
233	Vani_etal_2021.E2_S10.3.embed	1	children	9.23	8.8	0
233	Vani_etal_2021.E2_S10.3.embed	1	children	9.28	8.785	1
233	Vani_etal_2021.E2_S10.3.embed	1	children	9.065	8.33	0
233	Vani_etal_2021.E2_S10.3.embed	1	children	9.411	8.737	1
233	Vani_etal_2021.E2_S10.3.embed	2	heard	8.851	8.301	0
233	Vani_etal_2021.E2_S10.3.embed	2	heard	8.763	7.927	1
233	Vani_etal_2021.E2_S10.3.embed	2	heard	8.667	7.777	0
233	Vani_etal_2021.E2_S10.3.embed	2	heard	8.928	8.378	1
233	Vani_etal_2021.E2_S10.3.embed	3	that	3.218	2.887	0
233	Vani_etal_2021.E2_S10.3.embed	3	that	3.235	2.932	1
233	Vani_etal_2021.E2_S10.3.embed	3	that	3.296	3.046	0
233	Vani_etal_2021.E2_S10.3.embed	3	that	3.333	3.276	1
233	Vani_etal_2021.E2_S10.3.embed	4	the	2.377	2.164	0
233	Vani_etal_2021.E2_S10.3.embed	4	the	2.474	2.214	1
233	Vani_etal_2021.E2_S10.3.embed	4	the	2.507	2.039	0
233	Vani_etal_2021.E2_S10.3.embed	4	the	2.614	2.164	1
233	Vani_etal_2021.E2_S10.3.embed	5	father	6.051	5.016	0
233	Vani_etal_2021.E2_S10.3.embed	5	father	6.619	6.124	1
233	Vani_etal_2021.E2_S10.3.embed	5	father	5.933	5.311	0
233	Vani_etal_2021.E2_S10.3.embed	5	father	6.011	5.995	1
233	Vani_etal_2021.E2_S10.3.embed	6	woke	12.033	11.094	0
233	Vani_etal_2021.E2_S10.3.embed	6	woke	12.212	10.867	1
233	Vani_etal_2021.E2_S10.3.embed	6	woke	12.495	10.923	0
233	Vani_etal_2021.E2_S10.3.embed	6	woke	12.339	10.664	1
234	Vani_etal_2021.E2_S10.4.obj_rc	0	The	3.183	3.024	0
234	Vani_etal_2021.E2_S10.4.obj_rc	0	The	3.102	3.177	1
234	Vani_etal_2021.E2_S10.4.obj_rc	0	The	3.059	3.341	0
234	Vani_etal_2021.E2_S10.4.obj_rc	0	The	3.028	2.871	1
234	Vani_etal_2021.E2_S10.4.obj_rc	1	class	9.16	9.098	0
234	Vani_etal_2021.E2_S10.4.obj_rc	1	class	9.232	9.27	1
234	Vani_etal_2021.E2_S10.4.obj_rc	1	class	9.155	8.287	0
234	Vani_etal_2021.E2_S10.4.obj_rc	1	class	9.225	9.37	1
234	Vani_etal_2021.E2_S10.4.obj_rc	2	that	5.145	4.661	0
234	Vani_etal_2021.E2_S10.4.obj_rc	2	that	4.749	4.276	1
234	Vani_etal_2021.E2_S10.4.obj_rc	2	that	4.93	4.58	0
234	Vani_etal_2021.E2_S10.4.obj_rc	2	that	4.807	4.581	1
234	Vani_etal_2021.E2_S10.4.obj_rc	3	the	4.503	4.713	0
234	Vani_etal_2021.E2_S10.4.obj_rc	3	the	4.497	4.471	1
234	Vani_etal_2021.E2_S10.4.obj_rc	3	the	4.547	4.637	0
234	Vani_etal_2021.E2_S10.4.obj_rc	3	the	4.578	4.119	1
234	Vani_etal_2021.E2_S10.4.obj_rc	4	teacher	8.936	6.144	0
234	Vani_etal_2021.E2_S10.4.obj_rc	4	teacher	9.362	5.969	1
234	Vani_etal_2021.E2_S10.4.obj_rc	4	teacher	9.217	6.475	0
234	Vani_etal_2021.E2_S10.4.obj_rc	4	teacher	8.637	6.318	1
234	Vani_etal_2021.E2_S10.4.obj_rc	5	disliked	12.192	10.494	0
234	Vani_etal_2021.E2_S10.4.obj_rc	5	disliked	12.156	10.149	1
234	Vani_etal_2021.E2_S10.4.obj_rc	5	disliked	12.016	9.568	0
234	Vani_etal_2021.E2_S10.4.obj_rc	5	disliked	12.068	9.896	1
235	Vani_etal_2021.E2_S10.4.embed	0	The	3.171	3.004	0
235	Vani_etal_2021.E2_S10.4.embed	0	The	3.07	2.969	1
235	Vani_etal_2021.E2_S10.4.embed	0	The	3.103	2.94	0
235	Vani_etal_2021.E2_S10.4.embed	0	The	3.047	2.947	1
235	Vani_etal_2021.E2_S10.4.embed	1	class	9.205	9.144	0
235	Vani_etal_2021.E2_S10.4.embed	1	class	9.34	8.717	1
235	Vani_etal_2021.E2_S10.4.embed	1	class	9.12	8.356	0
235	Vani_etal_2021.E2_S10.4.embed	1	class	9.35	8.786	1
235	Vani_etal_2021.E2_S10.4.embed	2	knew	11.47	9.645	0
235	Vani_etal_2021.E2_S10.4.embed	2	knew	11.285	11.119	1
235	Vani_etal_2021.E2_S10.4.embed	2	knew	11.058	9.385	0
235	Vani_etal_2021.E2_S10.4.embed	2	knew	11.182	10.061	1
235	Vani_etal_2021.E2_S10.4.embed	3	that	2.035	1.956	0
235	Vani_etal_2021.E2_S10.4.embed	3	that	2.026	1.713	1
235	Vani_etal_2021.E2_S10.4.embed	3	that	2.031	1.873	0
235	Vani_etal_2021.E2_S10.4.embed	3	that	2.035	1.891	1
235	Vani_etal_2021.E2_S10.4.embed	4	the	2.228	2.088	0
235	Vani_etal_2021.E2_S10.4.embed	4	the	2.153	2.089	1
235	Vani_etal_2021.E2_S10.4.embed	4	the	2.362	2.664	0
235	Vani_etal_2021.E2_S10.4.embed	4	the	2.204	2.262	1
235	Vani_etal_2021.E2_S10.4.embed	5	teacher	10.029	8.334	0
235	Vani_etal_2021.E2_S10.4.embed	5	teacher	9.833	8.381	1
235	Vani_etal_2021.E2_S10.4.embed	5	teacher	9.996	7.856	0
235	Vani_etal_2021.E2_S10.4.embed	5	teacher	9.539	7.604	1
235	Vani_etal_2021.E2_S10.4.embed	6	disliked	10.403	9.351	0
235	Vani_etal_2021.E2_S10.4.embed	6	disliked	11.681	10.415	1
235	Vani_etal_2021.E2_S10.4.embed	6	disliked	11.741	10.118	0
235	Vani_etal_2021.E2_S10.4.embed	6	disliked	10.953	8.951	1
236	Vani_etal_2021.E2_S10.5.obj_rc	0	The	3.16	3.103	0
236	Vani_etal_2021.E2_S10.5.obj_rc	0	The	3.146	2.992	1
236	Vani_etal_2021.E2_S10.5.obj_rc	0	The	3.072	2.926	0
236	Vani_etal_2021.E2_S10.5.obj_rc	0	The	3.088	2.914	1
236	Vani_etal_2021.E2_S10.5.obj_rc	1	dancer	13.587	12.274	0
236	Vani_etal_2021.E2_S10.5.obj_rc	1	dancer	13.732	12.428	1
236	Vani_etal_2021.E2_S10.5.obj_rc	1	dancer	13.764	12.03	0
236	Vani_etal_2021.E2_S10.5.obj_rc	1	dancer	13.623	11.986	1
236	Vani_etal_2021.E2_S10.5.obj_rc	2	that	5.413	5.187	0
236	Vani_etal_2021.E2_S10.5.obj_rc	2	that	5.487	5.582	1
236	Vani_etal_2021.E2_S10.5.obj_rc	2	that	5.387	5.496	0
236	Vani_etal_2021.E2_S10.5.obj_rc	2	that	5.368	5.16	1
236	Vani_etal_2021.E2_S10.5.obj_rc	3	the	4.603	4.642	0
236	Vani_etal_2021.E2_S10.5.obj_rc	3	the	4.594	4.524	1
236	Vani_etal_2021.E2_S10.5.obj_rc	3	the	4.489	4.487	0
236	Vani_etal_2021.E2_S10.5.obj_rc	3	the	4.617	4.379	1
236	Vani_etal_2021.E2_S10.5.obj_rc	4	audience	6.409	5.228	0
236	Vani_etal_2021.E2_S10.5.obj_rc	4	audience	6.524	5.142	1
236	Vani_etal_2021.E2_S10.5.obj_rc	4	audience	6.752	6.067	0
236	Vani_etal_2021.E2_S10.5.obj_rc	4	audience	6.364	4.574	1
236	Vani_etal_2021.E2_S10.5.obj_rc	5	loved	6.518	4.91	0
236	Vani_etal_2021.E2_S10.5.obj_rc	5	loved	6.956	5.535	1
236	Vani_etal_2021.E2_S10.5.obj_rc	5	loved	7.062	6.603	0
236	Vani_etal_2021.E2_S10.5.obj_rc	5	loved	6.816	5.415	1
237	Vani_etal_2021.E2_S10.5.embed	0	The	3.096	3.056	0
237	Vani_etal_2021.E2_S10.5.embed	0	The	3.222	3.595	1
237	Vani_etal_2021.E2_S10.5.embed	0	The	3.102	2.798	0
237	Vani_etal_2021.E2_S10.5.embed	0	The	3.081	3.273	1
237	Vani_etal_2021.E2_S10.5.embed	1	dancer	13.536	13.051	0
237	Vani_etal_2021.E2_S10.5.embed	1	dancer	13.75	12.105	1
237	Vani_etal_2021.E2_S10.5.embed	1	dancer	13.555	12.369	0
237	Vani_etal_2021.E2_S10.5.embed	1	dancer	13.74	12.444	1
237	Vani_etal_2021.E2_S10.5.embed	2	saw	7.559	7.341	0
237	Vani_etal_2021.E2_S10.5.embed	2	saw	7.575	7.196	1
237	Vani_etal_2021.E2_S10.5.embed	2	saw	7.661	6.829	0
237	Vani_etal_2021.E2_S10.5.embed	2	saw	7.723	7.268	1
237	Vani_etal_2021.E2_S10.5.embed	3	that	3.924	3.081	0
237	Vani_etal_2021.E2_S10.5.embed	3	that	3.523	3.043	1
237	Vani_etal_2021.E2_S10.5.embed	3	that	3.598	2.942	0
237	Vani_etal_2021.E2_S10.5.embed	3	that	3.386	3.199	1
237	Vani_etal_2021.E2_S10.5.embed	4	the	2.031	1.749	0
237	Vani_etal_2021.E2_S10.5.embed	4	the	2.018	2.037	1
237	Vani_etal_2021.E2_S10.5.embed	4	the	2.176	1.995	0
237	Vani_etal_2021.E2_S10.5.embed	4	the	2.068	2.001	1
237	Vani_etal_2021.E2_S10.5.embed	5	audience	6.888	5.858	0
237	Vani_etal_2021.E2_S10.5.embed	5	audience	7.719	6.616	1
237	Vani_etal_2021.E2_S10.5.embed	5	audience	7.915	6.458	0
237	Vani_etal_2021.E2_S10.5.embed	5	audience	7.781	7.379	1
237	Vani_etal_2021.E2_S10.5.embed	6	loved	6.052	4.381	0
237	Vani_etal_2021.E2_S10.5.embed	6	loved	6.888	4.664	1
237	Vani_etal_2021.E2_S10.5.embed	6	loved	5.396	4.012	0
237	Vani_etal_2021.E2_S10.5.embed	6	loved	6.468	4.677	1
238	Vani_etal_2021.E2_S10.6.obj_rc	0	The	3.106	2.951	0
238	Vani_etal_2021.E2_S10.6.obj_rc	0	The	3.107	2.893	1
238	Vani_etal_2021.E2_S10.6.obj_rc	0	The	3.12	2.928	0
238	Vani_etal_2021.E2_S10.6.obj_rc	0	The	3.04	3.082	1
238	Vani_etal_2021.E2_S10.6.obj_rc	1	employees	11.261	10.947	0
238	Vani_etal_2021.E2_S10.6.obj_rc	1	employees	11.18	9.791	1
238	Vani_etal_2021.E2_S10.6.obj_rc	1	employees	11.298	10.829	0
238	Vani_etal_2021.E2_S10.6.obj_rc	1	employees	11.318	10.916	1
238	Vani_etal_2021.E2_S10.6.obj_rc	2	that	4.88	4.584	0
238	Vani_etal_2021.E2_S10.6.obj_rc	2	that	5.048	4.755	1
238	Vani_etal_2021.E2_S10.6.obj_rc	2	that	5.038	4.388	0
238	Vani_etal_2021.E2_S10.6.obj_rc	2	that	5.013	4.706	1
238	Vani_etal_2021.E2_S10.6.obj_rc	3	the	4.521	4.244	0
238	Vani_etal_2021.E2_S10.6.obj_rc	3	the	4.615	4.654	1
238	Vani_etal_2021.E2_S10.6.obj_rc	3	the	4.544	3.796	0
238	Vani_etal_2021.E2_S10.6.obj_rc	3	the	4.611	4.388	1
238	Vani_etal_2021.E2_S10.6.obj_rc	4	fireman	14.186	13.595	0
238	Vani_etal_2021.E2_S10.6.obj_rc	4	fireman	14.115	13.113	1
238	Vani_etal_2021.E2_S10.6.obj_rc	4	fireman	13.98	11.766	0
238	Vani_etal_2021.E2_S10.6.obj_rc	4	fireman	14.312	13.182	1
238	Vani_etal_2021.E2_S10.6.obj_rc	5	noticed	10.618	9.001	0
238	Vani_etal_2021.E2_S10.6.obj_rc	5	noticed	9.693	7.783	1
238	Vani_etal_2021.E2_S10.6.obj_rc	5	noticed	9.714	7.468	0
238	Vani_etal_2021.E2_S10.6.obj_rc	5	noticed	9.624	8.446	1
239	Vani_etal_2021.E2_S10.6.embed	0	The	3.106	2.839	0
239	Vani_etal_2021.E2_S10.6.embed	0	The	3.118	2.87	1
239	Vani_etal_2021.E2_S10.6.embed	0	The	3.12	3.116	0
239	Vani_etal_2021.E2_S10.6.embed	0	The	3.186	2.846	1
239	Vani_etal_2021.E2_S10.6.embed	1	employees	11.343	10.198	0
239	Vani_etal_2021.E2_S10.6.embed	1	employees	11.261	11.198	1
239	Vani_etal_2021.E2_S10.6.embed	1	employees	11.218	10.809	0
239	Vani_etal_2021.E2_S10.6.embed	1	employees	11.192	10.95	1
239	Vani_etal_2021.E2_S10.6.embed	2	hoped	11.849	10.939	0
239	Vani_etal_2021.E2_S10.6.embed	2	hoped	11.414	10.015	1
239	Vani_etal_2021.E2_S10.6.embed	2	hoped	11.566	10.525	0
239	Vani_etal_2021.E2_S10.6.embed	2	hoped	11.381	10.884	1
239	Vani_etal_2021.E2_S10.6.embed	3	that	1.44	1.274	0
239	Vani_etal_2021.E2_S10.6.embed	3	that	1.463	1.468	1
239	Vani_etal_2021.E2_S10.6.embed	3	that	1.484	1.262	0
239	Vani_etal_2021.E2_S10.6.embed	3	that	1.719	1.493	1
239	Vani_etal_2021.E2_S10.6.embed	4	the	1.705	1.584	0
239	Vani_etal_2021.E2_S10.6.embed	4	the	1.988	1.686	1
239	Vani_etal_2021.E2_S10.6.embed	4	the	1.791	1.678	0
239	Vani_etal_2021.E2_S10.6.embed	4	the	1.706	1.664	1
239	Vani_etal_2021.E2_S10.6.embed	5	fireman	15.328	13.627	0
239	Vani_etal_2021.E2_S10.6.embed	5	fireman	16.834	14.034	1
239	Vani_etal_2021.E2_S10.6.embed	5	fireman	15.664	13.453	0
239	Vani_etal_2021.E2_S10.6.embed	5	fireman	15.376	13.708	1
239	Vani_etal_2021.E2_S10.6.embed	6	noticed	10.661	9.431	0
239	Vani_etal_2021.E2_S10.6.embed	6	noticed	10.227	9.689	1
239	Vani_etal_2021.E2_S10.6.embed	6	noticed	10.528	9.668	0
239	Vani_etal_2021.E2_S10.6.embed	6	noticed	10.947	10.036	1
240	Vani_etal_2021.E2_S10.7.obj_rc	0	The	3.11	3.073	0
240	Vani_etal_2021.E2_S10.7.obj_rc	0	The	3.107	3.214	1
240	Vani_etal_2021.E2_S10.7.obj_rc	0	The	3.231	3.251	0
240	Vani_etal_2021.E2_S10.7.obj_rc	0	The	3.177	3.088	1
240	Vani_etal_2021.E2_S10.7.obj_rc	1	farmer	11.422	10.86	0
240	Vani_etal_2021.E2_S10.7.obj_rc	1	farmer	11.287	10.105	1
240	Vani_etal_2021.E2_S10.7.obj_rc	1	farmer	11.523	10.635	0
240	Vani_etal_2021.E2_S10.7.obj_rc	1	farmer	11.648	9.9	1
240	Vani_etal_2021.E2_S10.7.obj_rc	2	that	5.488	5.403	0
240	Vani_etal_2021.E2_S10.7.obj_rc	2	that	5.763	5.791	1
240	Vani_etal_2021.E2_S10.7.obj_rc	2	that	5.823	5.884	0
240	Vani_etal_2021.E2_S10.7.obj_rc	2	that	5.647	5.484	1
240	Vani_etal_2021.E2_S10.7.obj_rc	3	the	5.102	5.212	0
240	Vani_etal_2021.E2_S10.7.obj_rc	3	the	4.815	5.119	1
240	Vani_etal_2021.E2_S10.7.obj_rc	3	the	5.096	4.942	0
240	Vani_etal_2021.E2_S10.7.obj_rc	3	the	5.094	4.472	1
240	Vani_etal_2021.E2_S10.7.obj_rc	4	customers	10.454	9.722	0
240	Vani_etal_2021.E2_S10.7.obj_rc	4	customers	10.253	9.558	1
240	Vani_etal_2021.E2_S10.7.obj_rc	4	customers	10.557	10.197	0
240	Vani_etal_2021.E2_S10.7.obj_rc	4	customers	10.628	9.469	1
240	Vani_etal_2021.E2_S10.7.obj_rc	5	approached	10.76	9.211	0
240	Vani_etal_2021.E2_S10.7.obj_rc	5	approached	10.403	8.508	1
240	Vani_etal_2021.E2_S10.7.obj_rc	5	approached	10.299	9.022	0
240	Vani_etal_2021.E2_S10.7.obj_rc	5	approached	10.732	10.086	1
241	Vani_etal_2021.E2_S10.7.embed	0	The	3.056	3.204	0
241	Vani_etal_2021.E2_S10.7.embed	0	The	3.135	2.806	1
241	Vani_etal_2021.E2_S10.7.embed	0	The	3.108	3.119	0
241	Vani_etal_2021.E2_S10.7.embed	0	The	3.106	3.35	1
241	Vani_etal_2021.E2_S10.7.embed	1	farmer	11.8	10.072	0
241	Vani_etal_2021.E2_S10.7.embed	1	farmer	11.463	9.909	1
241	Vani_etal_2021.E2_S10.7.embed	1	farmer	11.602	10.403	0
241	Vani_etal_2021.E2_S10.7.embed	1	farmer	11.527	9.825	1
241	Vani_etal_2021.E2_S10.7.embed	2	saw	7.511	7.045	0
241	Vani_etal_2021.E2_S10.7.embed	2	saw	7.075	6.423	1
